,[CCT LSU SUPERMIC] Number of Jobs Started,[GATECH KEENELAND] Number of Jobs Started,[GATECH KIDS] Number of Jobs Started,[IU BIGRED*] Number of Jobs Started,[LONI QUEENBEE] Number of Jobs Started,[NCAR FROST] Number of Jobs Started,[NCSA ABE] Number of Jobs Started,[NCSA COBALT] Number of Jobs Started,[NCSA DTF] Number of Jobs Started,[NCSA EMBER*] Number of Jobs Started,[NCSA FORGE] Number of Jobs Started,[NCSA LINCOLN] Number of Jobs Started,[NICS ATHENA] Number of Jobs Started,[NICS DARTER] Number of Jobs Started,[NICS KRAKEN] Number of Jobs Started,[NICS NAUTILUS] Number of Jobs Started,[ORNL NSTG] Number of Jobs Started,[OSG] Number of Jobs Started,[PSC BIGBEN] Number of Jobs Started,[PSC BLACKLIGHT] Number of Jobs Started,[PSC BRIDGES LARGE] Number of Jobs Started,[PSC BRIDGES] Number of Jobs Started,[PSC GREENFIELD] Number of Jobs Started,[PSC POPLE] Number of Jobs Started,[PURDUE CONDOR] Number of Jobs Started,[PURDUE STEELE] Number of Jobs Started,[SDSC COMET] Number of Jobs Started,[SDSC DASH] Number of Jobs Started,[SDSC GORDON] Number of Jobs Started,[SDSC TRESTLES] Number of Jobs Started,[Stanford XSTREAM] Number of Jobs Started,[TACC LONESTAR4] Number of Jobs Started,[TACC LONESTAR] Number of Jobs Started,[TACC LONGHORN] Number of Jobs Started,[TACC MAVERICK2] Number of Jobs Started,[TACC RANGER] Number of Jobs Started,[TACC SPUR] Number of Jobs Started,[TACC STAMPEDE] Number of Jobs Started
2015-04-05,17.0,,,,,,,,,,,,,112.0,,5.0,,141638.0,,284.0,,,,,,,0.0,,586.0,424.0,,0.0,,,38.0,,,2575.0
2015-04-06,74.0,,,,,,,,,,,,,773.0,,6.0,,138028.0,,289.0,,,,,,,0.0,,1279.0,461.0,,0.0,,,44.0,,,2977.0
2015-04-07,31.0,,,,,,,,,,,,,321.0,,5.0,,168827.0,,480.0,,,,,,,0.0,,1181.0,502.0,,0.0,,,33.0,,,4192.0
2015-04-08,130.0,,,,,,,,,,,,,147.0,,5.0,,98670.0,,290.0,,,,,,,0.0,,1868.0,556.0,,0.0,,,14.0,,,3130.0
2015-04-09,183.0,,,,,,,,,,,,,89.0,,2.0,,158830.0,,490.0,,,,,,,0.0,,1703.0,457.0,,0.0,,,19.0,,,2761.0
2015-04-10,162.0,,,,,,,,,,,,,82.0,,7.0,,113482.0,,196.0,,,,,,,0.0,,1586.0,838.0,,0.0,,,70.0,,,2790.0
2015-04-11,177.0,,,,,,,,,,,,,222.0,,6.0,,98802.0,,329.0,,,,,,,0.0,,1067.0,352.0,,0.0,,,28.0,,,2619.0
2015-04-12,72.0,,,,,,,,,,,,,39.0,,6.0,,60829.0,,437.0,,,,,,,0.0,,675.0,438.0,,0.0,,,21.0,,,1752.0
2015-04-13,74.0,,,,,,,,,,,,,247.0,,6.0,,63261.0,,552.0,,,,,,,0.0,,1341.0,1700.0,,0.0,,,116.0,,,2786.0
2015-04-14,82.0,,,,,,,,,,,,,863.0,,6.0,,58579.0,,116.0,,,,,,,0.0,,1251.0,828.0,,0.0,,,297.0,,,2542.0
2015-04-15,60.0,,,,,,,,,,,,,54.0,,4.0,,74498.0,,188.0,,,,,,,0.0,,941.0,767.0,,0.0,,,88.0,,,2582.0
2015-04-16,105.0,,,,,,,,,,,,,29.0,,6.0,,61481.0,,162.0,,,,,,,0.0,,1514.0,607.0,,0.0,,,105.0,,,4933.0
2015-04-17,55.0,,,,,,,,,,,,,24.0,,4.0,,28898.0,,209.0,,,,,,,0.0,,938.0,530.0,,0.0,,,92.0,,,3276.0
2015-04-18,48.0,,,,,,,,,,,,,0.0,,0.0,,36744.0,,189.0,,,,,,,0.0,,692.0,332.0,,0.0,,,70.0,,,2676.0
2015-04-19,49.0,,,,,,,,,,,,,0.0,,0.0,,106999.0,,284.0,,,,,,,0.0,,659.0,242.0,,4.0,,,43.0,,,1952.0
2015-04-20,114.0,,,,,,,,,,,,,29.0,,1.0,,89622.0,,197.0,,,,,,,0.0,,1477.0,453.0,,0.0,,,67.0,,,3572.0
2015-04-21,93.0,,,,,,,,,,,,,115.0,,7.0,,36090.0,,218.0,,,,,,,0.0,,1472.0,458.0,,0.0,,,90.0,,,4203.0
2015-04-22,102.0,,,,,,,,,,,,,137.0,,4.0,,48459.0,,247.0,,,,,,,0.0,,1413.0,441.0,,0.0,,,61.0,,,556.0
2015-04-23,99.0,,,,,,,,,,,,,134.0,,4.0,,57631.0,,242.0,,,,,,,0.0,,1969.0,902.0,,0.0,,,52.0,,,5392.0
2015-04-24,58.0,,,,,,,,,,,,,123.0,,4.0,,51445.0,,240.0,,,,,,,0.0,,1818.0,1030.0,,0.0,,,57.0,,,5427.0
2015-04-25,26.0,,,,,,,,,,,,,129.0,,4.0,,74580.0,,64.0,,,,,,,0.0,,881.0,821.0,,0.0,,,84.0,,,2569.0
2015-04-26,36.0,,,,,,,,,,,,,419.0,,4.0,,59810.0,,1.0,,,,,,,0.0,,1170.0,585.0,,0.0,,,68.0,,,3180.0
2015-04-27,39.0,,,,,,,,,,,,,1710.0,,4.0,,21148.0,,97.0,,,,,,,0.0,,1943.0,410.0,,0.0,,,93.0,,,5088.0
2015-04-28,74.0,,,,,,,,,,,,,941.0,,4.0,,10786.0,,164.0,,,,,,,0.0,,1453.0,275.0,,0.0,,,80.0,,,2475.0
2015-04-29,33.0,,,,,,,,,,,,,1534.0,,4.0,,63964.0,,101.0,,,,,,,0.0,,1143.0,284.0,,0.0,,,27.0,,,3394.0
2015-04-30,43.0,,,,,,,,,,,,,2746.0,,4.0,,101610.0,,152.0,,,,,,,0.0,,909.0,232.0,,0.0,,,39.0,,,4219.0
2015-05-01,31.0,,,,,,,,,,,,,47.0,,6.0,,213651.0,,214.0,,,,,,,0.0,,1078.0,0.0,,0.0,,,38.0,,,4007.0
2015-05-02,39.0,,,,,,,,,,,,,118.0,,4.0,,155738.0,,204.0,,,,,,,0.0,,883.0,0.0,,1.0,,,35.0,,,1591.0
2015-05-03,30.0,,,,,,,,,,,,,716.0,,4.0,,83583.0,,198.0,,,,,,,0.0,,1034.0,0.0,,0.0,,,26.0,,,2489.0
2015-05-04,97.0,,,,,,,,,,,,,1769.0,,2.0,,156797.0,,245.0,,,,,,,0.0,,978.0,0.0,,2.0,,,51.0,,,4284.0
2015-05-05,44.0,,,,,,,,,,,,,3496.0,,3.0,,34768.0,,173.0,,,,,,,0.0,,1205.0,0.0,,1.0,,,57.0,,,4362.0
2015-05-06,80.0,,,,,,,,,,,,,2175.0,,4.0,,72615.0,,187.0,,,,,,,0.0,,1180.0,0.0,,0.0,,,54.0,,,4109.0
2015-05-07,57.0,,,,,,,,,,,,,2834.0,,5.0,,96526.0,,218.0,,,,,,,0.0,,927.0,0.0,,3.0,,,340.0,,,4391.0
2015-05-08,72.0,,,,,,,,,,,,,3070.0,,6.0,,99386.0,,199.0,,,,,,,0.0,,1431.0,0.0,,0.0,,,0.0,,,4474.0
2015-05-09,38.0,,,,,,,,,,,,,131.0,,3.0,,91919.0,,93.0,,,,,,,0.0,,380.0,0.0,,0.0,,,0.0,,,5074.0
2015-05-10,149.0,,,,,,,,,,,,,1333.0,,1.0,,147972.0,,11.0,,,,,,,0.0,,343.0,0.0,,0.0,,,47.0,,,2990.0
2015-05-11,97.0,,,,,,,,,,,,,17.0,,0.0,,144179.0,,147.0,,,,,,,1.0,,583.0,0.0,,0.0,,,254.0,,,5604.0
2015-05-12,269.0,,,,,,,,,,,,,2480.0,,0.0,,98338.0,,61.0,,,,,,,0.0,,297.0,0.0,,0.0,,,162.0,,,4745.0
2015-05-13,139.0,,,,,,,,,,,,,602.0,,0.0,,134135.0,,124.0,,,,,,,144.0,,1776.0,0.0,,0.0,,,82.0,,,4411.0
2015-05-14,71.0,,,,,,,,,,,,,2386.0,,0.0,,129058.0,,175.0,,,,,,,1035.0,,1563.0,0.0,,0.0,,,67.0,,,4282.0
2015-05-15,76.0,,,,,,,,,,,,,1511.0,,0.0,,115151.0,,173.0,,,,,,,1598.0,,646.0,0.0,,0.0,,,57.0,,,5139.0
2015-05-16,50.0,,,,,,,,,,,,,388.0,,0.0,,91029.0,,60.0,,,,,,,801.0,,480.0,0.0,,0.0,,,53.0,,,1069.0
2015-05-17,20.0,,,,,,,,,,,,,2938.0,,0.0,,95152.0,,73.0,,,,,,,988.0,,576.0,0.0,,0.0,,,54.0,,,1632.0
2015-05-18,106.0,,,,,,,,,,,,,2108.0,,0.0,,99966.0,,67.0,,,,,,,1446.0,,1262.0,0.0,,0.0,,,42.0,,,3611.0
2015-05-19,44.0,,,,,,,,,,,,,2559.0,,0.0,,61107.0,,195.0,,,,,,,1775.0,,873.0,0.0,,0.0,,,79.0,,,4310.0
2015-05-20,191.0,,,,,,,,,,,,,1061.0,,0.0,,237120.0,,117.0,,,,,,,2172.0,,997.0,0.0,,0.0,,,64.0,,,3557.0
2015-05-21,228.0,,,,,,,,,,,,,1795.0,,0.0,,174408.0,,87.0,,,,,,,934.0,,1417.0,0.0,,0.0,,,119.0,,,3936.0
2015-05-22,87.0,,,,,,,,,,,,,879.0,,0.0,,90152.0,,143.0,,,,,,,1088.0,,1406.0,0.0,,0.0,,,91.0,,,3642.0
2015-05-23,253.0,,,,,,,,,,,,,44.0,,0.0,,57976.0,,189.0,,,,,,,564.0,,692.0,0.0,,0.0,,,48.0,,,1678.0
2015-05-24,144.0,,,,,,,,,,,,,519.0,,0.0,,95674.0,,93.0,,,,,,,459.0,,1010.0,0.0,,0.0,,,27.0,,,1817.0
2015-05-25,14.0,,,,,,,,,,,,,2066.0,,0.0,,102979.0,,30.0,,,,,,,703.0,,919.0,0.0,,0.0,,,65.0,,,3970.0
2015-05-26,134.0,,,,,,,,,,,,,898.0,,0.0,,51063.0,,156.0,,,,,,,962.0,,1100.0,0.0,,0.0,,,73.0,,,4420.0
2015-05-27,132.0,,,,,,,,,,,,,2324.0,,0.0,,79494.0,,119.0,,,,,,,1067.0,,1192.0,0.0,,0.0,,,85.0,,,4040.0
2015-05-28,129.0,,,,,,,,,,,,,3367.0,,0.0,,121960.0,,115.0,,,,,,,1132.0,,1343.0,0.0,,0.0,,,87.0,,,4667.0
2015-05-29,95.0,,,,,,,,,,,,,2583.0,,0.0,,69259.0,,89.0,,,,,,,1124.0,,1666.0,0.0,,0.0,,,114.0,,,4391.0
2015-05-30,106.0,,,,,,,,,,,,,2039.0,,0.0,,66929.0,,30.0,,,,,,,613.0,,527.0,0.0,,0.0,,,47.0,,,2041.0
2015-05-31,95.0,,,,,,,,,,,,,829.0,,0.0,,99916.0,,30.0,,,,,,,827.0,,716.0,0.0,,0.0,,,29.0,,,2544.0
2015-06-01,105.0,,,,,,,,,,,,,6083.0,,0.0,,95465.0,,100.0,,,,,,,1183.0,,631.0,0.0,,0.0,,,80.0,,,4516.0
2015-06-02,112.0,,,,,,,,,,,,,3160.0,,0.0,,77842.0,,83.0,,,,,,,1685.0,,670.0,0.0,,0.0,,,30.0,,,3066.0
2015-06-03,145.0,,,,,,,,,,,,,4251.0,,0.0,,127620.0,,273.0,,,,,,,2045.0,,1336.0,0.0,,0.0,,,248.0,,,4690.0
2015-06-04,94.0,,,,,,,,,,,,,1773.0,,0.0,,117192.0,,236.0,,,,,,,1430.0,,1311.0,0.0,,0.0,,,496.0,,,4310.0
2015-06-05,148.0,,,,,,,,,,,,,3875.0,,0.0,,70418.0,,199.0,,,,,,,1443.0,,1087.0,0.0,,0.0,,,1005.0,,,4603.0
2015-06-06,50.0,,,,,,,,,,,,,3281.0,,0.0,,48851.0,,94.0,,,,,,,968.0,,2703.0,0.0,,0.0,,,348.0,,,2101.0
2015-06-07,124.0,,,,,,,,,,,,,529.0,,0.0,,148242.0,,36.0,,,,,,,978.0,,2657.0,0.0,,0.0,,,67.0,,,2006.0
2015-06-08,118.0,,,,,,,,,,,,,120.0,,0.0,,245319.0,,147.0,,,,,,,1391.0,,2362.0,0.0,,0.0,,,101.0,,,2972.0
2015-06-09,105.0,,,,,,,,,,,,,86.0,,0.0,,186675.0,,200.0,,,,,,,1106.0,,1341.0,0.0,,0.0,,,134.0,,,2810.0
2015-06-10,67.0,,,,,,,,,,,,,146.0,,0.0,,148816.0,,106.0,,,,,,,1336.0,,1370.0,0.0,,0.0,,,85.0,,,3494.0
2015-06-11,108.0,,,,,,,,,,,,,814.0,,0.0,,288478.0,,120.0,,,,,,,1560.0,,954.0,0.0,,0.0,,,186.0,,,2560.0
2015-06-12,33.0,,,,,,,,,,,,,93.0,,0.0,,430632.0,,196.0,,,,,,,1048.0,,1177.0,0.0,,0.0,,,118.0,,,3241.0
2015-06-13,105.0,,,,,,,,,,,,,83.0,,0.0,,313186.0,,191.0,,,,,,,749.0,,469.0,0.0,,0.0,,,72.0,,,1899.0
2015-06-14,45.0,,,,,,,,,,,,,156.0,,0.0,,160941.0,,230.0,,,,,,,927.0,,216.0,0.0,,0.0,,,56.0,,,2281.0
2015-06-15,132.0,,,,,,,,,,,,,74.0,,0.0,,245355.0,,142.0,,,,,,,2046.0,,846.0,0.0,,0.0,,,75.0,,,2646.0
2015-06-16,61.0,,,,,,,,,,,,,63.0,,0.0,,291832.0,,92.0,,,,,,,1302.0,,673.0,0.0,,0.0,,,163.0,,,2646.0
2015-06-17,60.0,,,,,,,,,,,,,155.0,,0.0,,123758.0,,164.0,,,,,,,996.0,,920.0,0.0,,0.0,,,62.0,,,2648.0
2015-06-18,30.0,,,,,,,,,,,,,124.0,,0.0,,61292.0,,196.0,,,,,,,1203.0,,1757.0,0.0,,0.0,,,67.0,,,2498.0
2015-06-19,209.0,,,,,,,,,,,,,102.0,,0.0,,124726.0,,66.0,,,,,,,1249.0,,1469.0,0.0,,0.0,,,94.0,,,2985.0
2015-06-20,271.0,,,,,,,,,,,,,177.0,,0.0,,112021.0,,4.0,,,,,,,814.0,,792.0,0.0,,0.0,,,110.0,,,2147.0
2015-06-21,51.0,,,,,,,,,,,,,48.0,,0.0,,48933.0,,33.0,,,,,,,716.0,,550.0,0.0,,0.0,,,115.0,,,2223.0
2015-06-22,52.0,,,,,,,,,,,,,195.0,,0.0,,216332.0,,155.0,,,,,,,979.0,,976.0,0.0,,0.0,,,230.0,,,2409.0
2015-06-23,57.0,,,,,,,,,,,,,533.0,,0.0,,106580.0,,91.0,,,,,,,1318.0,,1231.0,0.0,,0.0,,,26.0,,,2756.0
2015-06-24,263.0,,,,,,,,,,,,,115.0,,0.0,,142205.0,,139.0,,,,,,,1253.0,,1222.0,0.0,,0.0,,,83.0,,,3470.0
2015-06-25,147.0,,,,,,,,,,,,,713.0,,0.0,,365427.0,,47.0,,,,,,,1057.0,,966.0,0.0,,0.0,,,74.0,,,2395.0
2015-06-26,120.0,,,,,,,,,,,,,259.0,,0.0,,256470.0,,163.0,,,,,,,2590.0,,1240.0,0.0,,0.0,,,363.0,,,2273.0
2015-06-27,256.0,,,,,,,,,,,,,91.0,,0.0,,287679.0,,205.0,,,,,,,1423.0,,667.0,0.0,,0.0,,,523.0,,,2084.0
2015-06-28,100.0,,,,,,,,,,,,,180.0,,0.0,,307515.0,,203.0,,,,,,,3927.0,,962.0,0.0,,0.0,,,394.0,,,2409.0
2015-06-29,210.0,,,,,,,,,,,,,165.0,,0.0,,343053.0,,235.0,,,,,,,4210.0,,1007.0,0.0,,0.0,,,80.0,,,2677.0
2015-06-30,104.0,,,,,,,,,,,,,151.0,,0.0,,335491.0,,119.0,,,,,,,1443.0,,1564.0,0.0,,0.0,,,131.0,,,3240.0
2015-07-01,237.0,,,,,,,,,,,,,151.0,,0.0,,87451.0,,127.0,,,,,,,11301.0,,1445.0,0.0,,0.0,,,89.0,,,2956.0
2015-07-02,188.0,,,,,,,,,,,,,401.0,,0.0,,113280.0,,109.0,,,,,,,4284.0,,958.0,0.0,,0.0,,,51.0,,,3217.0
2015-07-03,125.0,,,,,,,,,,,,,445.0,,0.0,,231602.0,,158.0,,,,,,,820.0,,914.0,0.0,,0.0,,,73.0,,,2446.0
2015-07-04,9.0,,,,,,,,,,,,,393.0,,0.0,,135254.0,,133.0,,,,,,,606.0,,446.0,0.0,,0.0,,,29.0,,,1842.0
2015-07-05,79.0,,,,,,,,,,,,,357.0,,0.0,,167553.0,,66.0,,,,,,,1626.0,,416.0,0.0,,0.0,,,54.0,,,2033.0
2015-07-06,115.0,,,,,,,,,,,,,259.0,,0.0,,212101.0,,26.0,,,,,,,10528.0,,803.0,0.0,,0.0,,,85.0,,,2758.0
2015-07-07,181.0,,,,,,,,,,,,,91.0,,0.0,,144858.0,,142.0,,,,,,,10633.0,,897.0,0.0,,0.0,,,106.0,,,2572.0
2015-07-08,149.0,,,,,,,,,,,,,163.0,,0.0,,39063.0,,121.0,,,,,,,3829.0,,1063.0,0.0,,0.0,,,79.0,,,2613.0
2015-07-09,262.0,,,,,,,,,,,,,297.0,,0.0,,55379.0,,107.0,,,,,,,1468.0,,1037.0,0.0,,0.0,,,62.0,,,2592.0
2015-07-10,132.0,,,,,,,,,,,,,136.0,,0.0,,51508.0,,23.0,,,,,,,1455.0,,949.0,0.0,,0.0,,,97.0,,,3433.0
2015-07-11,40.0,,,,,,,,,,,,,185.0,,0.0,,47050.0,,62.0,,,,,,,730.0,,501.0,0.0,,0.0,,,45.0,,,2375.0
2015-07-12,19.0,,,,,,,,,,,,,253.0,,0.0,,62476.0,,55.0,,,,,,,916.0,,643.0,0.0,,0.0,,,35.0,,,2395.0
2015-07-13,102.0,,,,,,,,,,,,,304.0,,0.0,,52029.0,,267.0,,,,,,,3018.0,,824.0,0.0,,0.0,,,46.0,,,3773.0
2015-07-14,85.0,,,,,,,,,,,,,302.0,,0.0,,43075.0,,166.0,,,,,,,2224.0,,1023.0,0.0,,3.0,,,91.0,,,1721.0
2015-07-15,172.0,,,,,,,,,,,,,135.0,,0.0,,53293.0,,158.0,,,,,,,1696.0,,905.0,0.0,,0.0,,,110.0,,,2584.0
2015-07-16,209.0,,,,,,,,,,,,,212.0,,0.0,,93639.0,,123.0,,,,,,,2002.0,,658.0,0.0,,0.0,,,217.0,,,2274.0
2015-07-17,226.0,,,,,,,,,,,,,276.0,,0.0,,60215.0,,92.0,,,,,,,1598.0,,784.0,0.0,,0.0,,,171.0,,,2439.0
2015-07-18,29.0,,,,,,,,,,,,,150.0,,0.0,,130596.0,,46.0,,,,,,,830.0,,642.0,0.0,,0.0,,,57.0,,,1840.0
2015-07-19,63.0,,,,,,,,,,,,,168.0,,0.0,,135424.0,,44.0,,,,,,,782.0,,722.0,0.0,,0.0,,,33.0,,,1479.0
2015-07-20,180.0,,,,,,,,,,,,,319.0,,0.0,,211443.0,,125.0,,,,,,,2487.0,,557.0,0.0,,0.0,,,69.0,,,3145.0
2015-07-21,217.0,,,,,,,,,,,,,307.0,,0.0,,153614.0,,63.0,,,,,,,3752.0,,775.0,0.0,,0.0,,,147.0,,,2976.0
2015-07-22,84.0,,,,,,,,,,,,,246.0,,0.0,,184078.0,,214.0,,,,,,,3266.0,,734.0,0.0,,0.0,,,80.0,,,2764.0
2015-07-23,87.0,,,,,,,,,,,,,210.0,,0.0,,77395.0,,179.0,,,,,,,965.0,,617.0,0.0,,0.0,,,36.0,,,2539.0
2015-07-24,103.0,,,,,,,,,,,,,223.0,,0.0,,88408.0,,102.0,,,,,,,2876.0,,785.0,0.0,,0.0,,,30.0,,,2887.0
2015-07-25,66.0,,,,,,,,,,,,,81.0,,0.0,,248061.0,,31.0,,,,,,,1133.0,,531.0,0.0,,2.0,,,40.0,,,1940.0
2015-07-26,56.0,,,,,,,,,,,,,138.0,,0.0,,300885.0,,61.0,,,,,,,941.0,,400.0,0.0,,0.0,,,21.0,,,1924.0
2015-07-27,215.0,,,,,,,,,,,,,320.0,,0.0,,253113.0,,221.0,,,,,,,1425.0,,614.0,0.0,,0.0,,,40.0,,,2818.0
2015-07-28,266.0,,,,,,,,,,,,,413.0,,0.0,,109243.0,,56.0,,,,,,,2210.0,,593.0,0.0,,0.0,,,125.0,,,3094.0
2015-07-29,216.0,,,,,,,,,,,,,303.0,,0.0,,9768.0,,69.0,,,,,,,2056.0,,618.0,0.0,,0.0,,,115.0,,,3107.0
2015-07-30,82.0,,,,,,,,,,,,,363.0,,0.0,,4448.0,,70.0,,,,,,,1797.0,,578.0,0.0,,1.0,,,137.0,,,2695.0
2015-07-31,60.0,,,,,,,,,,,,,240.0,,0.0,,2913.0,,45.0,,,,,,,3032.0,,628.0,0.0,,0.0,,,192.0,,,2232.0
2015-08-01,31.0,,,,,,,,,,,,,285.0,,,,2173.0,,11.0,,,0.0,,,,1490.0,,451.0,,,0.0,,,178.0,,,1991.0
2015-08-02,76.0,,,,,,,,,,,,,249.0,,,,4911.0,,58.0,,,0.0,,,,915.0,,452.0,,,0.0,,,172.0,,,2259.0
2015-08-03,240.0,,,,,,,,,,,,,365.0,,,,5189.0,,46.0,,,0.0,,,,1762.0,,710.0,,,0.0,,,188.0,,,2736.0
2015-08-04,172.0,,,,,,,,,,,,,342.0,,,,3937.0,,48.0,,,0.0,,,,1190.0,,799.0,,,0.0,,,186.0,,,2308.0
2015-08-05,92.0,,,,,,,,,,,,,290.0,,,,5927.0,,114.0,,,0.0,,,,1568.0,,768.0,,,0.0,,,201.0,,,2973.0
2015-08-06,170.0,,,,,,,,,,,,,513.0,,,,18974.0,,66.0,,,0.0,,,,1335.0,,574.0,,,0.0,,,133.0,,,2462.0
2015-08-07,108.0,,,,,,,,,,,,,483.0,,,,2812.0,,105.0,,,0.0,,,,1409.0,,427.0,,,0.0,,,237.0,,,2715.0
2015-08-08,164.0,,,,,,,,,,,,,148.0,,,,4122.0,,28.0,,,0.0,,,,1103.0,,457.0,,,0.0,,,167.0,,,1982.0
2015-08-09,66.0,,,,,,,,,,,,,111.0,,,,982.0,,8.0,,,0.0,,,,1784.0,,632.0,,,0.0,,,144.0,,,2489.0
2015-08-10,228.0,,,,,,,,,,,,,290.0,,,,331.0,,84.0,,,0.0,,,,2637.0,,890.0,,,0.0,,,208.0,,,3660.0
2015-08-11,197.0,,,,,,,,,,,,,275.0,,,,5622.0,,80.0,,,0.0,,,,1821.0,,1707.0,,,0.0,,,161.0,,,3065.0
2015-08-12,457.0,,,,,,,,,,,,,257.0,,,,108974.0,,79.0,,,0.0,,,,21654.0,,1232.0,,,0.0,,,164.0,,,3057.0
2015-08-13,194.0,,,,,,,,,,,,,165.0,,,,11401.0,,65.0,,,0.0,,,,7726.0,,814.0,,,0.0,,,144.0,,,2625.0
2015-08-14,182.0,,,,,,,,,,,,,238.0,,,,2685.0,,45.0,,,0.0,,,,2383.0,,1256.0,,,0.0,,,159.0,,,2770.0
2015-08-15,127.0,,,,,,,,,,,,,171.0,,,,103.0,,6.0,,,0.0,,,,1122.0,,253.0,,,0.0,,,129.0,,,2120.0
2015-08-16,176.0,,,,,,,,,,,,,311.0,,,,116.0,,0.0,,,0.0,,,,982.0,,602.0,,,0.0,,,16.0,,,492.0
2015-08-17,264.0,,,,,,,,,,,,,281.0,,,,505.0,,0.0,,,0.0,,,,2237.0,,1712.0,,,0.0,,,91.0,,,2671.0
2015-08-18,158.0,,,,,,,,,,,,,192.0,,,,580.0,,0.0,,,0.0,,,,3325.0,,1459.0,,,0.0,,,58.0,,,1822.0
2015-08-19,123.0,,,,,,,,,,,,,332.0,,,,3003.0,,0.0,,,0.0,,,,10167.0,,2283.0,,,0.0,,,87.0,,,3398.0
2015-08-20,104.0,,,,,,,,,,,,,418.0,,,,1521.0,,0.0,,,0.0,,,,2881.0,,1759.0,,,0.0,,,27.0,,,3208.0
2015-08-21,107.0,,,,,,,,,,,,,246.0,,,,1378.0,,0.0,,,0.0,,,,1833.0,,1534.0,,,0.0,,,30.0,,,3004.0
2015-08-22,109.0,,,,,,,,,,,,,163.0,,,,1472.0,,0.0,,,0.0,,,,1585.0,,1324.0,,,0.0,,,40.0,,,2044.0
2015-08-23,96.0,,,,,,,,,,,,,133.0,,,,1789.0,,0.0,,,0.0,,,,1186.0,,625.0,,,0.0,,,3.0,,,1939.0
2015-08-24,120.0,,,,,,,,,,,,,188.0,,,,1687.0,,0.0,,,0.0,,,,2414.0,,1335.0,,,0.0,,,142.0,,,3214.0
2015-08-25,69.0,,,,,,,,,,,,,297.0,,,,2230.0,,0.0,,,0.0,,,,2398.0,,1420.0,,,0.0,,,25.0,,,3571.0
2015-08-26,97.0,,,,,,,,,,,,,439.0,,,,1916.0,,0.0,,,0.0,,,,4148.0,,1142.0,,,0.0,,,57.0,,,3619.0
2015-08-27,85.0,,,,,,,,,,,,,440.0,,,,1207.0,,0.0,,,0.0,,,,18992.0,,697.0,,,0.0,,,42.0,,,3041.0
2015-08-28,70.0,,,,,,,,,,,,,388.0,,,,608.0,,0.0,,,0.0,,,,3313.0,,610.0,,,1.0,,,30.0,,,3301.0
2015-08-29,37.0,,,,,,,,,,,,,496.0,,,,390.0,,0.0,,,0.0,,,,32362.0,,755.0,,,0.0,,,21.0,,,2598.0
2015-08-30,64.0,,,,,,,,,,,,,492.0,,,,233.0,,0.0,,,0.0,,,,6494.0,,998.0,,,0.0,,,31.0,,,3694.0
2015-08-31,28.0,,,,,,,,,,,,,267.0,,,,1349.0,,0.0,,,0.0,,,,6581.0,,1357.0,,,0.0,,,59.0,,,5208.0
2015-09-01,68.0,,,,,,,,,,,,,250.0,,,,1511.0,,0.0,,,0.0,,,,6792.0,,1644.0,,,0.0,,,45.0,,,3511.0
2015-09-02,36.0,,,,,,,,,,,,,152.0,,,,1972.0,,0.0,,,0.0,,,,9950.0,,1424.0,,,0.0,,,76.0,,,3209.0
2015-09-03,100.0,,,,,,,,,,,,,159.0,,,,1570.0,,0.0,,,0.0,,,,5999.0,,1077.0,,,0.0,,,13.0,,,544.0
2015-09-04,75.0,,,,,,,,,,,,,107.0,,,,1103.0,,0.0,,,0.0,,,,5455.0,,690.0,,,0.0,,,57.0,,,3059.0
2015-09-05,42.0,,,,,,,,,,,,,42.0,,,,1404.0,,0.0,,,0.0,,,,8339.0,,493.0,,,0.0,,,12.0,,,2824.0
2015-09-06,76.0,,,,,,,,,,,,,52.0,,,,1532.0,,0.0,,,0.0,,,,6468.0,,1519.0,,,0.0,,,24.0,,,3797.0
2015-09-07,103.0,,,,,,,,,,,,,45.0,,,,1340.0,,0.0,,,0.0,,,,6907.0,,2526.0,,,0.0,,,39.0,,,2301.0
2015-09-08,97.0,,,,,,,,,,,,,24.0,,,,1475.0,,0.0,,,0.0,,,,2961.0,,2612.0,,,1.0,,,60.0,,,3312.0
2015-09-09,85.0,,,,,,,,,,,,,237.0,,,,944.0,,0.0,,,0.0,,,,2047.0,,1487.0,,,0.0,,,65.0,,,3148.0
2015-09-10,68.0,,,,,,,,,,,,,462.0,,,,525.0,,0.0,,,1.0,,,,1460.0,,2191.0,,,0.0,,,59.0,,,3833.0
2015-09-11,82.0,,,,,,,,,,,,,258.0,,,,918.0,,0.0,,,0.0,,,,4162.0,,1160.0,,,0.0,,,66.0,,,5183.0
2015-09-12,27.0,,,,,,,,,,,,,282.0,,,,1367.0,,0.0,,,0.0,,,,3032.0,,961.0,,,0.0,,,31.0,,,2302.0
2015-09-13,120.0,,,,,,,,,,,,,304.0,,,,1077.0,,0.0,,,0.0,,,,11516.0,,700.0,,,0.0,,,61.0,,,3864.0
2015-09-14,41.0,,,,,,,,,,,,,213.0,,,,1146.0,,0.0,,,3.0,,,,6994.0,,1947.0,,,0.0,,,18.0,,,3953.0
2015-09-15,91.0,,,,,,,,,,,,,285.0,,,,1200.0,,0.0,,,15.0,,,,6795.0,,1281.0,,,0.0,,,67.0,,,2398.0
