,[CCT LSU SUPERMIC] Number of Jobs Submitted,[GATECH KEENELAND] Number of Jobs Submitted,[GATECH KIDS] Number of Jobs Submitted,[IU BIGRED*] Number of Jobs Submitted,[LONI QUEENBEE] Number of Jobs Submitted,[NCAR FROST] Number of Jobs Submitted,[NCSA ABE] Number of Jobs Submitted,[NCSA COBALT] Number of Jobs Submitted,[NCSA DTF] Number of Jobs Submitted,[NCSA EMBER*] Number of Jobs Submitted,[NCSA FORGE] Number of Jobs Submitted,[NCSA LINCOLN] Number of Jobs Submitted,[NICS ATHENA] Number of Jobs Submitted,[NICS DARTER] Number of Jobs Submitted,[NICS KRAKEN] Number of Jobs Submitted,[NICS NAUTILUS] Number of Jobs Submitted,[ORNL NSTG] Number of Jobs Submitted,[OSG] Number of Jobs Submitted,[PSC BIGBEN] Number of Jobs Submitted,[PSC BLACKLIGHT] Number of Jobs Submitted,[PSC BRIDGES LARGE] Number of Jobs Submitted,[PSC BRIDGES] Number of Jobs Submitted,[PSC GREENFIELD] Number of Jobs Submitted,[PSC POPLE] Number of Jobs Submitted,[PURDUE CONDOR] Number of Jobs Submitted,[PURDUE STEELE] Number of Jobs Submitted,[SDSC COMET] Number of Jobs Submitted,[SDSC DASH] Number of Jobs Submitted,[SDSC GORDON] Number of Jobs Submitted,[SDSC TRESTLES] Number of Jobs Submitted,[Stanford XSTREAM] Number of Jobs Submitted,[TACC LONESTAR4] Number of Jobs Submitted,[TACC LONESTAR] Number of Jobs Submitted,[TACC LONGHORN] Number of Jobs Submitted,[TACC MAVERICK2] Number of Jobs Submitted,[TACC RANGER] Number of Jobs Submitted,[TACC SPUR] Number of Jobs Submitted,[TACC STAMPEDE] Number of Jobs Submitted
2015-06-10,67.0,,,,,,,,,,,,,126.0,,0.0,,148816.0,,88.0,,,,,,,1199.0,,1224.0,0.0,,0.0,,,85.0,,,2331.0
2015-06-11,108.0,,,,,,,,,,,,,790.0,,0.0,,288478.0,,99.0,,,,,,,1475.0,,744.0,0.0,,0.0,,,186.0,,,1647.0
2015-06-12,33.0,,,,,,,,,,,,,85.0,,0.0,,430632.0,,174.0,,,,,,,970.0,,858.0,0.0,,0.0,,,118.0,,,2195.0
2015-06-13,99.0,,,,,,,,,,,,,63.0,,0.0,,313186.0,,167.0,,,,,,,718.0,,302.0,0.0,,0.0,,,72.0,,,1010.0
2015-06-14,45.0,,,,,,,,,,,,,153.0,,0.0,,160941.0,,223.0,,,,,,,841.0,,211.0,0.0,,0.0,,,56.0,,,1436.0
2015-06-15,131.0,,,,,,,,,,,,,72.0,,0.0,,245355.0,,133.0,,,,,,,2015.0,,461.0,0.0,,0.0,,,75.0,,,1923.0
2015-06-16,61.0,,,,,,,,,,,,,59.0,,0.0,,291832.0,,69.0,,,,,,,1192.0,,512.0,0.0,,0.0,,,163.0,,,1855.0
2015-06-17,60.0,,,,,,,,,,,,,137.0,,0.0,,123758.0,,118.0,,,,,,,901.0,,746.0,0.0,,0.0,,,62.0,,,1713.0
2015-06-18,30.0,,,,,,,,,,,,,108.0,,0.0,,61292.0,,185.0,,,,,,,1091.0,,1203.0,0.0,,0.0,,,67.0,,,1510.0
2015-06-19,209.0,,,,,,,,,,,,,94.0,,0.0,,124726.0,,59.0,,,,,,,1145.0,,1013.0,0.0,,0.0,,,94.0,,,1662.0
2015-06-20,271.0,,,,,,,,,,,,,65.0,,0.0,,112021.0,,0.0,,,,,,,769.0,,450.0,0.0,,0.0,,,108.0,,,1341.0
2015-06-21,51.0,,,,,,,,,,,,,41.0,,0.0,,48933.0,,4.0,,,,,,,632.0,,546.0,0.0,,0.0,,,115.0,,,1474.0
2015-06-22,52.0,,,,,,,,,,,,,133.0,,0.0,,216332.0,,124.0,,,,,,,945.0,,974.0,0.0,,0.0,,,226.0,,,1942.0
2015-06-23,57.0,,,,,,,,,,,,,456.0,,0.0,,106580.0,,80.0,,,,,,,1285.0,,915.0,0.0,,0.0,,,20.0,,,1695.0
2015-06-24,263.0,,,,,,,,,,,,,64.0,,0.0,,142205.0,,115.0,,,,,,,1226.0,,896.0,0.0,,0.0,,,78.0,,,2192.0
2015-06-25,104.0,,,,,,,,,,,,,675.0,,0.0,,365427.0,,42.0,,,,,,,1036.0,,841.0,0.0,,0.0,,,68.0,,,1649.0
2015-06-26,76.0,,,,,,,,,,,,,256.0,,0.0,,256470.0,,101.0,,,,,,,2584.0,,929.0,0.0,,0.0,,,358.0,,,1394.0
2015-06-27,196.0,,,,,,,,,,,,,59.0,,0.0,,287679.0,,182.0,,,,,,,1393.0,,515.0,0.0,,0.0,,,513.0,,,1254.0
2015-06-28,58.0,,,,,,,,,,,,,139.0,,0.0,,307515.0,,183.0,,,,,,,3911.0,,615.0,0.0,,0.0,,,393.0,,,1550.0
2015-06-29,172.0,,,,,,,,,,,,,118.0,,0.0,,343053.0,,226.0,,,,,,,4180.0,,879.0,0.0,,0.0,,,69.0,,,1881.0
2015-06-30,40.0,,,,,,,,,,,,,151.0,,0.0,,335491.0,,96.0,,,,,,,1364.0,,1337.0,0.0,,0.0,,,122.0,,,2125.0
2015-07-01,204.0,,,,,,,,,,,,,148.0,,0.0,,87451.0,,112.0,,,,,,,10970.0,,981.0,0.0,,0.0,,,85.0,,,2139.0
2015-07-02,188.0,,,,,,,,,,,,,399.0,,0.0,,113280.0,,106.0,,,,,,,4251.0,,823.0,0.0,,0.0,,,51.0,,,1893.0
2015-07-03,80.0,,,,,,,,,,,,,174.0,,0.0,,231602.0,,146.0,,,,,,,790.0,,684.0,0.0,,0.0,,,73.0,,,1686.0
2015-07-04,9.0,,,,,,,,,,,,,105.0,,0.0,,135254.0,,125.0,,,,,,,577.0,,334.0,0.0,,0.0,,,29.0,,,1301.0
2015-07-05,79.0,,,,,,,,,,,,,162.0,,0.0,,167553.0,,68.0,,,,,,,1613.0,,386.0,0.0,,0.0,,,54.0,,,1419.0
2015-07-06,115.0,,,,,,,,,,,,,216.0,,0.0,,212101.0,,26.0,,,,,,,10521.0,,790.0,0.0,,0.0,,,85.0,,,2323.0
2015-07-07,159.0,,,,,,,,,,,,,75.0,,0.0,,144858.0,,112.0,,,,,,,10587.0,,794.0,0.0,,0.0,,,96.0,,,1846.0
2015-07-08,149.0,,,,,,,,,,,,,136.0,,0.0,,39063.0,,107.0,,,,,,,3722.0,,959.0,0.0,,0.0,,,71.0,,,1931.0
2015-07-09,239.0,,,,,,,,,,,,,201.0,,0.0,,55379.0,,83.0,,,,,,,1415.0,,956.0,0.0,,0.0,,,62.0,,,1876.0
2015-07-10,87.0,,,,,,,,,,,,,109.0,,0.0,,51508.0,,12.0,,,,,,,1437.0,,796.0,0.0,,0.0,,,97.0,,,2253.0
2015-07-11,40.0,,,,,,,,,,,,,156.0,,0.0,,47050.0,,5.0,,,,,,,677.0,,333.0,0.0,,0.0,,,45.0,,,1746.0
2015-07-12,19.0,,,,,,,,,,,,,223.0,,0.0,,62476.0,,36.0,,,,,,,903.0,,442.0,0.0,,0.0,,,35.0,,,1892.0
2015-07-13,102.0,,,,,,,,,,,,,222.0,,0.0,,52029.0,,173.0,,,,,,,3003.0,,764.0,0.0,,0.0,,,46.0,,,3465.0
2015-07-14,85.0,,,,,,,,,,,,,260.0,,0.0,,43075.0,,95.0,,,,,,,2149.0,,894.0,0.0,,3.0,,,91.0,,,856.0
2015-07-15,172.0,,,,,,,,,,,,,96.0,,0.0,,53293.0,,106.0,,,,,,,1663.0,,715.0,0.0,,0.0,,,109.0,,,2213.0
2015-07-16,209.0,,,,,,,,,,,,,135.0,,0.0,,93639.0,,80.0,,,,,,,1971.0,,510.0,0.0,,0.0,,,209.0,,,1790.0
2015-07-17,226.0,,,,,,,,,,,,,272.0,,0.0,,60215.0,,65.0,,,,,,,1514.0,,513.0,0.0,,0.0,,,113.0,,,1704.0
2015-07-18,29.0,,,,,,,,,,,,,86.0,,0.0,,130596.0,,23.0,,,,,,,755.0,,367.0,0.0,,0.0,,,30.0,,,908.0
2015-07-19,63.0,,,,,,,,,,,,,121.0,,0.0,,135424.0,,21.0,,,,,,,775.0,,469.0,0.0,,0.0,,,25.0,,,1121.0
2015-07-20,180.0,,,,,,,,,,,,,296.0,,0.0,,211443.0,,99.0,,,,,,,2416.0,,462.0,0.0,,0.0,,,69.0,,,2761.0
2015-07-21,217.0,,,,,,,,,,,,,241.0,,0.0,,153614.0,,38.0,,,,,,,3720.0,,587.0,0.0,,0.0,,,147.0,,,2206.0
2015-07-22,84.0,,,,,,,,,,,,,174.0,,0.0,,184078.0,,125.0,,,,,,,3259.0,,567.0,0.0,,0.0,,,61.0,,,1985.0
2015-07-23,87.0,,,,,,,,,,,,,189.0,,0.0,,77395.0,,32.0,,,,,,,588.0,,537.0,0.0,,0.0,,,36.0,,,1625.0
2015-07-24,103.0,,,,,,,,,,,,,98.0,,0.0,,88408.0,,49.0,,,,,,,2849.0,,484.0,0.0,,0.0,,,22.0,,,2080.0
2015-07-25,66.0,,,,,,,,,,,,,47.0,,0.0,,248061.0,,20.0,,,,,,,811.0,,258.0,0.0,,2.0,,,15.0,,,1111.0
2015-07-26,56.0,,,,,,,,,,,,,113.0,,0.0,,300885.0,,38.0,,,,,,,911.0,,287.0,0.0,,0.0,,,9.0,,,1266.0
2015-07-27,215.0,,,,,,,,,,,,,312.0,,0.0,,253113.0,,213.0,,,,,,,1279.0,,513.0,0.0,,0.0,,,20.0,,,2107.0
2015-07-28,266.0,,,,,,,,,,,,,124.0,,0.0,,109243.0,,54.0,,,,,,,1967.0,,378.0,0.0,,0.0,,,83.0,,,2204.0
2015-07-29,216.0,,,,,,,,,,,,,153.0,,0.0,,9768.0,,45.0,,,,,,,1974.0,,343.0,0.0,,0.0,,,111.0,,,2158.0
2015-07-30,82.0,,,,,,,,,,,,,185.0,,0.0,,4448.0,,65.0,,,,,,,1776.0,,348.0,0.0,,1.0,,,137.0,,,1974.0
2015-07-31,60.0,,,,,,,,,,,,,196.0,,0.0,,2913.0,,38.0,,,,,,,2940.0,,322.0,0.0,,0.0,,,173.0,,,1389.0
2015-08-01,29.0,,,,,,,,,,,,,222.0,,,,2173.0,,6.0,,,0.0,,,,1301.0,,224.0,,,0.0,,,133.0,,,1047.0
2015-08-02,74.0,,,,,,,,,,,,,126.0,,,,4911.0,,38.0,,,0.0,,,,742.0,,219.0,,,0.0,,,127.0,,,1935.0
2015-08-03,240.0,,,,,,,,,,,,,322.0,,,,5189.0,,34.0,,,0.0,,,,1477.0,,534.0,,,0.0,,,128.0,,,2315.0
2015-08-04,170.0,,,,,,,,,,,,,210.0,,,,3937.0,,30.0,,,0.0,,,,1136.0,,421.0,,,0.0,,,156.0,,,1777.0
2015-08-05,91.0,,,,,,,,,,,,,288.0,,,,5927.0,,114.0,,,0.0,,,,1430.0,,518.0,,,0.0,,,141.0,,,2020.0
2015-08-06,170.0,,,,,,,,,,,,,292.0,,,,18974.0,,61.0,,,0.0,,,,989.0,,412.0,,,0.0,,,133.0,,,1913.0
2015-08-07,108.0,,,,,,,,,,,,,448.0,,,,2812.0,,98.0,,,0.0,,,,1351.0,,322.0,,,0.0,,,129.0,,,1690.0
2015-08-08,164.0,,,,,,,,,,,,,130.0,,,,4122.0,,22.0,,,0.0,,,,884.0,,156.0,,,0.0,,,137.0,,,1204.0
2015-08-09,63.0,,,,,,,,,,,,,82.0,,,,982.0,,5.0,,,0.0,,,,1589.0,,246.0,,,0.0,,,129.0,,,1503.0
2015-08-10,228.0,,,,,,,,,,,,,216.0,,,,331.0,,66.0,,,0.0,,,,2587.0,,622.0,,,0.0,,,208.0,,,3108.0
2015-08-11,197.0,,,,,,,,,,,,,275.0,,,,5622.0,,69.0,,,0.0,,,,1753.0,,1059.0,,,0.0,,,131.0,,,2587.0
2015-08-12,457.0,,,,,,,,,,,,,189.0,,,,108974.0,,73.0,,,0.0,,,,21632.0,,885.0,,,0.0,,,119.0,,,2170.0
2015-08-13,162.0,,,,,,,,,,,,,41.0,,,,11401.0,,48.0,,,0.0,,,,7705.0,,529.0,,,0.0,,,39.0,,,2000.0
2015-08-14,125.0,,,,,,,,,,,,,207.0,,,,2685.0,,45.0,,,0.0,,,,2343.0,,813.0,,,0.0,,,159.0,,,2144.0
2015-08-15,96.0,,,,,,,,,,,,,145.0,,,,103.0,,6.0,,,0.0,,,,1080.0,,253.0,,,0.0,,,114.0,,,1518.0
2015-08-16,176.0,,,,,,,,,,,,,274.0,,,,116.0,,0.0,,,0.0,,,,941.0,,599.0,,,0.0,,,16.0,,,346.0
2015-08-17,264.0,,,,,,,,,,,,,224.0,,,,505.0,,0.0,,,0.0,,,,2178.0,,1704.0,,,0.0,,,52.0,,,2650.0
2015-08-18,146.0,,,,,,,,,,,,,63.0,,,,580.0,,0.0,,,0.0,,,,3278.0,,1457.0,,,0.0,,,58.0,,,962.0
2015-08-19,116.0,,,,,,,,,,,,,210.0,,,,3003.0,,0.0,,,0.0,,,,10152.0,,1539.0,,,0.0,,,87.0,,,2974.0
2015-08-20,79.0,,,,,,,,,,,,,235.0,,,,1521.0,,0.0,,,0.0,,,,2758.0,,856.0,,,0.0,,,27.0,,,2621.0
2015-08-21,89.0,,,,,,,,,,,,,75.0,,,,1378.0,,0.0,,,0.0,,,,1590.0,,875.0,,,0.0,,,30.0,,,2251.0
2015-08-22,97.0,,,,,,,,,,,,,122.0,,,,1472.0,,0.0,,,0.0,,,,1449.0,,577.0,,,0.0,,,40.0,,,1548.0
2015-08-23,81.0,,,,,,,,,,,,,133.0,,,,1789.0,,0.0,,,0.0,,,,988.0,,527.0,,,0.0,,,3.0,,,1481.0
2015-08-24,120.0,,,,,,,,,,,,,182.0,,,,1687.0,,0.0,,,0.0,,,,2341.0,,1332.0,,,0.0,,,142.0,,,2797.0
2015-08-25,58.0,,,,,,,,,,,,,289.0,,,,2230.0,,0.0,,,0.0,,,,2374.0,,1357.0,,,0.0,,,25.0,,,2918.0
2015-08-26,87.0,,,,,,,,,,,,,424.0,,,,1916.0,,0.0,,,0.0,,,,4124.0,,505.0,,,0.0,,,57.0,,,2846.0
2015-08-27,78.0,,,,,,,,,,,,,403.0,,,,1207.0,,0.0,,,0.0,,,,18451.0,,537.0,,,0.0,,,42.0,,,2517.0
2015-08-28,70.0,,,,,,,,,,,,,377.0,,,,608.0,,0.0,,,0.0,,,,1517.0,,471.0,,,1.0,,,17.0,,,2462.0
2015-08-29,31.0,,,,,,,,,,,,,456.0,,,,390.0,,0.0,,,0.0,,,,31806.0,,562.0,,,0.0,,,17.0,,,1820.0
2015-08-30,64.0,,,,,,,,,,,,,452.0,,,,233.0,,0.0,,,0.0,,,,954.0,,360.0,,,0.0,,,31.0,,,3237.0
2015-08-31,16.0,,,,,,,,,,,,,249.0,,,,1349.0,,0.0,,,0.0,,,,1076.0,,635.0,,,0.0,,,49.0,,,5087.0
2015-09-01,65.0,,,,,,,,,,,,,234.0,,,,1511.0,,0.0,,,0.0,,,,6012.0,,591.0,,,0.0,,,37.0,,,3259.0
2015-09-02,33.0,,,,,,,,,,,,,125.0,,,,1972.0,,0.0,,,0.0,,,,1866.0,,745.0,,,0.0,,,76.0,,,2882.0
2015-09-03,100.0,,,,,,,,,,,,,70.0,,,,1570.0,,0.0,,,0.0,,,,1128.0,,697.0,,,0.0,,,13.0,,,408.0
2015-09-04,68.0,,,,,,,,,,,,,82.0,,,,1103.0,,0.0,,,0.0,,,,2941.0,,503.0,,,0.0,,,36.0,,,2410.0
2015-09-05,42.0,,,,,,,,,,,,,15.0,,,,1404.0,,0.0,,,0.0,,,,3850.0,,267.0,,,0.0,,,10.0,,,2198.0
2015-09-06,76.0,,,,,,,,,,,,,7.0,,,,1532.0,,0.0,,,0.0,,,,3053.0,,435.0,,,0.0,,,24.0,,,3149.0
2015-09-07,103.0,,,,,,,,,,,,,21.0,,,,1340.0,,0.0,,,0.0,,,,546.0,,1096.0,,,0.0,,,36.0,,,2251.0
2015-09-08,65.0,,,,,,,,,,,,,24.0,,,,1475.0,,0.0,,,0.0,,,,1163.0,,1827.0,,,1.0,,,59.0,,,3257.0
2015-09-09,85.0,,,,,,,,,,,,,97.0,,,,944.0,,0.0,,,0.0,,,,1482.0,,1465.0,,,0.0,,,60.0,,,2528.0
2015-09-10,68.0,,,,,,,,,,,,,412.0,,,,525.0,,0.0,,,1.0,,,,1071.0,,1669.0,,,0.0,,,51.0,,,3466.0
2015-09-11,82.0,,,,,,,,,,,,,162.0,,,,918.0,,0.0,,,0.0,,,,4126.0,,1078.0,,,0.0,,,63.0,,,4725.0
2015-09-12,27.0,,,,,,,,,,,,,61.0,,,,1367.0,,0.0,,,0.0,,,,2807.0,,590.0,,,0.0,,,29.0,,,2051.0
2015-09-13,120.0,,,,,,,,,,,,,198.0,,,,1077.0,,0.0,,,0.0,,,,3832.0,,368.0,,,0.0,,,51.0,,,3643.0
2015-09-14,41.0,,,,,,,,,,,,,190.0,,,,1146.0,,0.0,,,3.0,,,,6966.0,,1783.0,,,0.0,,,18.0,,,3754.0
2015-09-15,91.0,,,,,,,,,,,,,261.0,,,,1200.0,,0.0,,,15.0,,,,6646.0,,1131.0,,,0.0,,,56.0,,,2183.0
2015-09-16,38.0,,,,,,,,,,,,,182.0,,,,1804.0,,0.0,,,46.0,,,,7842.0,,908.0,,,0.0,,,146.0,,,3920.0
2015-09-17,80.0,,,,,,,,,,,,,176.0,,,,1166.0,,0.0,,,32.0,,,,7765.0,,593.0,,,0.0,,,75.0,,,4191.0
2015-09-18,47.0,,,,,,,,,,,,,342.0,,,,1240.0,,0.0,,,28.0,,,,3960.0,,498.0,,,0.0,,,41.0,,,3206.0
2015-09-19,53.0,,,,,,,,,,,,,119.0,,,,864.0,,0.0,,,10.0,,,,1428.0,,458.0,,,0.0,,,40.0,,,1119.0
2015-09-20,30.0,,,,,,,,,,,,,137.0,,,,243.0,,0.0,,,0.0,,,,1039.0,,388.0,,,0.0,,,14.0,,,1313.0
2015-09-21,126.0,,,,,,,,,,,,,148.0,,,,136.0,,0.0,,,12.0,,,,2113.0,,901.0,,,0.0,,,106.0,,,3711.0
2015-09-22,98.0,,,,,,,,,,,,,263.0,,,,861.0,,0.0,,,15.0,,,,1840.0,,1172.0,,,0.0,,,115.0,,,3632.0
2015-09-23,216.0,,,,,,,,,,,,,186.0,,,,2400.0,,0.0,,,13.0,,,,1380.0,,1426.0,,,0.0,,,47.0,,,2512.0
2015-09-24,76.0,,,,,,,,,,,,,106.0,,,,2466.0,,0.0,,,31.0,,,,1404.0,,1111.0,,,0.0,,,128.0,,,2881.0
2015-09-25,84.0,,,,,,,,,,,,,167.0,,,,1473.0,,0.0,,,30.0,,,,1823.0,,934.0,,,0.0,,,69.0,,,2368.0
2015-09-26,50.0,,,,,,,,,,,,,23.0,,,,1592.0,,0.0,,,2.0,,,,433.0,,894.0,,,0.0,,,31.0,,,1334.0
2015-09-27,0.0,,,,,,,,,,,,,182.0,,,,2398.0,,0.0,,,6.0,,,,776.0,,956.0,,,0.0,,,7.0,,,1856.0
2015-09-28,26.0,,,,,,,,,,,,,39.0,,,,1571.0,,0.0,,,61.0,,,,1453.0,,3028.0,,,0.0,,,72.0,,,4220.0
2015-09-29,63.0,,,,,,,,,,,,,173.0,,,,47076.0,,0.0,,,23.0,,,,1283.0,,816.0,,,0.0,,,49.0,,,1235.0
2015-09-30,55.0,,,,,,,,,,,,,175.0,,,,33031.0,,0.0,,,51.0,,,,1291.0,,602.0,,,0.0,,,48.0,,,1702.0
2015-10-01,192.0,,,,,,,,,,,,,543.0,,,,709.0,,0.0,,,63.0,,,,2461.0,,465.0,,,0.0,,,97.0,,,2182.0
2015-10-02,141.0,,,,,,,,,,,,,408.0,,,,117.0,,0.0,,,38.0,,,,9234.0,,591.0,,,0.0,,,57.0,,,3568.0
2015-10-03,80.0,,,,,,,,,,,,,111.0,,,,15.0,,0.0,,,20.0,,,,4081.0,,403.0,,,0.0,,,31.0,,,3348.0
2015-10-04,36.0,,,,,,,,,,,,,121.0,,,,292.0,,0.0,,,2.0,,,,8291.0,,438.0,,,0.0,,,64.0,,,2355.0
2015-10-05,83.0,,,,,,,,,,,,,610.0,,,,882.0,,0.0,,,51.0,,,,2659.0,,592.0,,,0.0,,,78.0,,,3670.0
2015-10-06,158.0,,,,,,,,,,,,,116.0,,,,1217.0,,0.0,,,27.0,,,,2401.0,,1526.0,,,0.0,,,80.0,,,3165.0
2015-10-07,138.0,,,,,,,,,,,,,176.0,,,,60032.0,,0.0,,,48.0,,,,2597.0,,777.0,,,0.0,,,109.0,,,2981.0
2015-10-08,216.0,,,,,,,,,,,,,228.0,,,,47755.0,,0.0,,,29.0,,,,7614.0,,857.0,,,0.0,,,42.0,,,2590.0
2015-10-09,103.0,,,,,,,,,,,,,274.0,,,,17169.0,,0.0,,,5.0,,,,3056.0,,716.0,,,0.0,,,99.0,,,2170.0
2015-10-10,48.0,,,,,,,,,,,,,179.0,,,,31685.0,,0.0,,,15.0,,,,1934.0,,349.0,,,0.0,,,52.0,,,1645.0
2015-10-11,51.0,,,,,,,,,,,,,289.0,,,,33423.0,,0.0,,,26.0,,,,4764.0,,373.0,,,0.0,,,14.0,,,1265.0
2015-10-12,135.0,,,,,,,,,,,,,268.0,,,,175591.0,,0.0,,,31.0,,,,2093.0,,578.0,,,0.0,,,85.0,,,3809.0
2015-10-13,219.0,,,,,,,,,,,,,361.0,,,,99401.0,,0.0,,,29.0,,,,3141.0,,2051.0,,,0.0,,,55.0,,,3037.0
2015-10-14,26.0,,,,,,,,,,,,,514.0,,,,143580.0,,0.0,,,21.0,,,,4873.0,,413.0,,,0.0,,,66.0,,,2736.0
2015-10-15,260.0,,,,,,,,,,,,,359.0,,,,80155.0,,0.0,,,23.0,,,,5114.0,,587.0,,,0.0,,,44.0,,,2341.0
2015-10-16,36.0,,,,,,,,,,,,,203.0,,,,118456.0,,0.0,,,21.0,,,,1958.0,,926.0,,,0.0,,,73.0,,,2830.0
2015-10-17,78.0,,,,,,,,,,,,,104.0,,,,64443.0,,0.0,,,0.0,,,,2814.0,,292.0,,,0.0,,,9.0,,,1777.0
2015-10-18,27.0,,,,,,,,,,,,,203.0,,,,115257.0,,0.0,,,2.0,,,,1677.0,,1052.0,,,0.0,,,2.0,,,2205.0
2015-10-19,63.0,,,,,,,,,,,,,119.0,,,,51882.0,,0.0,,,23.0,,,,6801.0,,986.0,,,0.0,,,44.0,,,2196.0
2015-10-20,109.0,,,,,,,,,,,,,16.0,,,,97416.0,,0.0,,,22.0,,,,6039.0,,745.0,,,0.0,,,23.0,,,2179.0
2015-10-21,82.0,,,,,,,,,,,,,219.0,,,,130164.0,,0.0,,,9.0,,,,2294.0,,1033.0,,,0.0,,,83.0,,,3179.0
2015-10-22,32.0,,,,,,,,,,,,,109.0,,,,44064.0,,0.0,,,0.0,,,,2475.0,,1392.0,,,0.0,,,53.0,,,4259.0
2015-10-23,35.0,,,,,,,,,,,,,355.0,,,,192452.0,,0.0,,,17.0,,,,2307.0,,702.0,,,0.0,,,50.0,,,3124.0
2015-10-24,21.0,,,,,,,,,,,,,93.0,,,,199201.0,,0.0,,,7.0,,,,2881.0,,309.0,,,0.0,,,40.0,,,1736.0
2015-10-25,58.0,,,,,,,,,,,,,147.0,,,,140493.0,,0.0,,,0.0,,,,3104.0,,194.0,,,0.0,,,8.0,,,2244.0
2015-10-26,163.0,,,,,,,,,,,,,289.0,,,,298902.0,,0.0,,,37.0,,,,2061.0,,361.0,,,0.0,,,41.0,,,3019.0
2015-10-27,66.0,,,,,,,,,,,,,235.0,,,,166038.0,,0.0,,,1.0,,,,2299.0,,414.0,,,0.0,,,56.0,,,2640.0
2015-10-28,219.0,,,,,,,,,,,,,243.0,,,,149960.0,,0.0,,,6.0,,,,2212.0,,608.0,,,0.0,,,80.0,,,3264.0
2015-10-29,204.0,,,,,,,,,,,,,173.0,,,,152382.0,,0.0,,,22.0,,,,2381.0,,524.0,,,0.0,,,74.0,,,2580.0
2015-10-30,121.0,,,,,,,,,,,,,187.0,,,,197582.0,,0.0,,,34.0,,,,1779.0,,400.0,,,0.0,,,100.0,,,2479.0
2015-10-31,160.0,,,,,,,,,,,,,85.0,,,,203238.0,,0.0,,,17.0,,,,1801.0,,220.0,,,0.0,,,22.0,,,1766.0
2015-11-01,185.0,,,,,,,,,,,,,212.0,,,,205353.0,,0.0,,,19.0,,,,3056.0,,266.0,,,0.0,,,64.0,,,2542.0
2015-11-02,337.0,,,,,,,,,,,,,193.0,,,,173600.0,,0.0,,,28.0,,,,3929.0,,464.0,,,0.0,,,101.0,,,3532.0
2015-11-03,198.0,,,,,,,,,,,,,302.0,,,,77881.0,,0.0,,,31.0,,,,4706.0,,475.0,,,0.0,,,156.0,,,609.0
2015-11-04,164.0,,,,,,,,,,,,,388.0,,,,79561.0,,0.0,,,29.0,,,,2489.0,,685.0,,,0.0,,,130.0,,,3126.0
2015-11-05,359.0,,,,,,,,,,,,,218.0,,,,31493.0,,0.0,,,29.0,,,,1979.0,,565.0,,,0.0,,,132.0,,,3879.0
2015-11-06,110.0,,,,,,,,,,,,,210.0,,,,40518.0,,0.0,,,19.0,,,,1610.0,,509.0,,,0.0,,,102.0,,,3345.0
2015-11-07,44.0,,,,,,,,,,,,,172.0,,,,81978.0,,0.0,,,0.0,,,,800.0,,341.0,,,0.0,,,71.0,,,2012.0
2015-11-08,177.0,,,,,,,,,,,,,137.0,,,,60476.0,,0.0,,,317.0,,,,1223.0,,404.0,,,0.0,,,59.0,,,2363.0
2015-11-09,145.0,,,,,,,,,,,,,247.0,,,,54051.0,,0.0,,,910.0,,,,6017.0,,663.0,,,0.0,,,83.0,,,3192.0
2015-11-10,89.0,,,,,,,,,,,,,151.0,,,,32368.0,,0.0,,,818.0,,,,4984.0,,1135.0,,,0.0,,,69.0,,,2782.0
2015-11-11,154.0,,,,,,,,,,,,,395.0,,,,37910.0,,0.0,,,535.0,,,,2174.0,,814.0,,,0.0,,,120.0,,,2597.0
2015-11-12,252.0,,,,,,,,,,,,,296.0,,,,63832.0,,0.0,,,935.0,,,,2077.0,,800.0,,,0.0,,,103.0,,,2212.0
2015-11-13,142.0,,,,,,,,,,,,,396.0,,,,65378.0,,0.0,,,609.0,,,,3080.0,,887.0,,,0.0,,,90.0,,,2431.0
2015-11-14,54.0,,,,,,,,,,,,,414.0,,,,60825.0,,0.0,,,23.0,,,,1412.0,,432.0,,,0.0,,,16.0,,,2361.0
2015-11-15,141.0,,,,,,,,,,,,,504.0,,,,37879.0,,0.0,,,4.0,,,,1387.0,,598.0,,,0.0,,,40.0,,,2880.0
2015-11-16,122.0,,,,,,,,,,,,,276.0,,,,39009.0,,0.0,,,193.0,,,,1917.0,,2338.0,,,0.0,,,57.0,,,3208.0
2015-11-17,109.0,,,,,,,,,,,,,347.0,,,,30489.0,,0.0,,,35.0,,,,5215.0,,1000.0,,,0.0,,,99.0,,,3213.0
2015-11-18,107.0,,,,,,,,,,,,,493.0,,,,65303.0,,0.0,,,37.0,,,,7990.0,,862.0,,,0.0,,,122.0,,,2790.0
2015-11-19,94.0,,,,,,,,,,,,,255.0,,,,32515.0,,0.0,,,46.0,,,,2998.0,,1165.0,,,0.0,,,123.0,,,2965.0
2015-11-20,165.0,,,,,,,,,,,,,117.0,,,,37564.0,,0.0,,,84.0,,,,2241.0,,1035.0,,,0.0,,,78.0,,,2507.0
2015-11-21,25.0,,,,,,,,,,,,,181.0,,,,42871.0,,0.0,,,22.0,,,,1416.0,,422.0,,,0.0,,,55.0,,,2354.0
2015-11-22,89.0,,,,,,,,,,,,,199.0,,,,51174.0,,0.0,,,16.0,,,,1592.0,,466.0,,,0.0,,,14.0,,,3260.0
